Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23
Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
205,Miika Elomo\elomomi01,22,WSH,LW,2,0,1,1,1,2,0.1,0,0,0,0,1,0,0,3,0.0,22,11:12
206,Mikko Eloranta\elorami01,27,BOS,LW,50,6,12,18,-10,36,1.1,5,1,0,0,12,0,0,59,10.2,615,12:18
207,Nelson Emerson\emersne01,32,TOT,RW,63,15,20,35,-23,47,2.5,11,4,0,0,14,5,1,196,7.7,1185,18:49
208,John Emmons\emmonjo01,25,OTT,C,10,0,0,0,-2,6,-0.2,0,0,0,0,0,0,0,3,0.0,74,7:27
209,Anders Eriksson\eriksan01,25,CHI,D,73,3,25,28,4,20,4.5,3,0,0,1,15,10,0,86,3.5,1537,21:03
210,Pat Falloon\fallopa01,27,TOT,RW,63,9,22,31,4,14,2.9,8,1,0,0,18,4,0,92,9.8,776,12:19
211,Rico Fata\fatari01,19,CGY,RW,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,20,10:06
212,Sergei Fedorov*\fedorse01,30,DET,C,68,27,35,62,8,22,6.9,19,4,4,7,19,15,1,263,10.3,1366,20:05
213,Andrew Ference\ferenan01,20,PIT,D,30,2,4,6,3,20,1.4,2,0,0,1,4,0,0,26,7.7,490,16:19
214,Brad Ference\ferenbr01,20,FLA,D,13,0,2,2,2,46,0.5,0,0,0,0,2,0,0,10,0.0,178,13:40
215,Craig Ferguson\fergucr01,29,FLA,RW,3,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,2,0.0,17,5:34
216,Chris Ferraro\ferrach01,27,NYI,C,11,1,3,4,1,8,0.4,1,0,0,0,2,1,0,15,6.7,105,9:30
217,Peter Ferraro\ferrape01,27,BOS,RW,5,0,1,1,-1,0,0.0,0,0,0,0,1,0,0,3,0.0,41,8:11
218,Ray Ferraro\ferrara01,35,ATL,C,81,19,25,44,-33,88,3.3,9,10,0,3,17,8,0,170,11.2,1309,16:10
219,Jeff Finley\finleje01,32,STL,D,74,2,8,10,26,38,4.9,2,0,0,2,5,2,1,31,6.5,1318,17:49
220,Jiri Fischer\fischji01,19,DET,D,52,0,8,8,1,45,1.4,0,0,0,0,8,0,0,41,0.0,564,10:51
221,Mike Fisher\fishemi01,19,OTT,C,32,4,5,9,-6,15,0.5,4,0,0,1,5,0,0,49,8.2,414,12:57
222,Tom Fitzgerald\fitzgto01,31,NSH,RW,82,13,9,22,-18,66,1.2,10,0,3,1,8,0,1,119,10.9,1144,13:57
223,Theoren Fleury\fleurth01,31,NYR,RW,80,15,49,64,-4,68,5.3,14,1,0,1,29,20,0,246,6.1,1575,19:41
224,Adam Foote\footead01,28,COL,D,59,5,13,18,5,98,4.4,4,1,0,2,10,3,0,63,7.9,1526,25:51
225,Colin Forbes\forbeco01,23,TOT,LW,53,2,5,7,-5,30,0.0,2,0,0,0,5,0,0,57,3.5,457,8:37
226,Peter Forsberg*\forsbpe01,26,COL,C,49,14,37,51,9,52,5.4,11,3,0,2,25,12,0,105,13.3,1025,20:55
227,Ron Francis*\francro01,36,CAR,C,78,23,50,73,10,18,7.9,16,7,0,4,28,22,0,150,15.3,1714,21:58
228,Kyle Freadrich\freadky01,21,TBL,RW,10,0,0,0,-1,39,-0.1,0,0,0,0,0,0,0,0,,23,2:19
229,Jeff Friesen\friesje01,23,SJS,LW,82,26,35,61,-2,47,6.2,12,11,3,7,19,13,3,191,13.6,1623,19:48
230,Simon Gagne\gagnesi01,19,PHI,C,80,20,28,48,11,22,5.9,11,8,1,4,15,13,0,159,12.6,1198,14:59
231,Maxim Galanov\galanma01,25,ATL,D,40,4,3,7,-12,20,1.3,4,0,0,0,1,2,0,47,8.5,861,21:32
232,Garry Galley\gallega01,36,LAK,D,70,9,21,30,9,52,5.6,7,2,0,1,10,11,0,96,9.4,1417,20:15
233,Bruce Gardiner\gardibr01,27,TOT,RW,51,3,9,12,-20,41,-0.4,3,0,0,0,9,0,0,48,6.3,691,13:34
234,Johan Garpenlov\garpejo01,31,ATL,LW,73,2,14,16,-30,31,-1.0,2,0,0,0,11,3,0,79,2.5,1118,15:19
235,Denis Gauthier\gauthde01,23,CGY,D,39,1,1,2,-4,50,0.7,1,0,0,0,0,0,1,29,3.4,754,19:21
236,Aaron Gavey\gaveyaa01,25,DAL,C,41,7,6,13,0,44,1.5,6,1,0,2,6,0,0,39,17.9,406,9:55
237,Martin Gelinas\gelinma01,29,CAR,LW,81,14,16,30,-10,40,2.6,11,3,0,0,14,2,0,139,10.1,1106,13:39
238,Brent Gilchrist\gilchbr01,32,DET,LW,24,4,2,6,1,24,0.6,4,0,0,0,2,0,0,33,12.1,272,11:19
239,Hal Gill\gillha01,24,BOS,D,81,3,9,12,0,51,3.3,3,0,0,0,9,0,0,120,2.5,1398,17:15
240,Todd Gill\gillto01,34,TOT,D,54,3,6,9,-8,45,1.3,3,0,0,2,6,0,0,61,4.9,862,15:58
241,Doug Gilmour*\gilmodo01,36,TOT,C,74,25,48,73,-9,63,7.2,15,10,0,3,35,13,0,113,22.1,1468,19:50
242,Jonathan Girard\girarjo01,19,BOS,D,23,1,2,3,-1,2,0.6,1,0,0,0,2,0,0,17,5.9,219,9:32
243,Ray Giroux\giroura01,23,NYI,D,14,0,9,9,0,10,1.1,0,0,0,0,2,7,0,24,0.0,205,14:40
244,Erich Goldmann\goldmer01,23,OTT,D,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,10,9:44
245,Yan Golubovsky\golubya01,23,DET,D,21,1,2,3,3,8,0.8,1,0,0,0,2,0,0,7,14.3,187,8:54
246,Scott Gomez\gomezsc01,20,NJD,C,82,19,51,70,14,78,7.3,12,7,0,1,31,20,0,204,9.3,1341,16:21
247,Sergei Gonchar\gonchse01,25,WSH,D,73,18,36,54,26,52,11.1,13,5,0,3,22,14,0,181,9.9,1589,21:46
248,Daniel Goneau\goneada01,24,NYR,LW,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,3,0.0,14,14:26
249,David Gosselin\gosseda01,22,NSH,RW,10,2,1,3,-4,6,0.2,2,0,0,0,1,0,0,14,14.3,93,9:16
250,Tony Granato\granato01,35,SJS,RW,48,6,7,13,2,39,1.3,5,1,0,0,7,0,0,67,9.0,436,9:05
251,Jean-Luc Grand-Pierre\grandje01,22,BUF,D,11,0,0,0,-1,15,0.1,0,0,0,0,0,0,0,10,0.0,167,15:11
252,Benoit Gratton\grattbe01,23,CGY,LW,10,0,2,2,1,10,0.1,0,0,0,0,2,0,0,4,0.0,83,8:15
253,Chris Gratton\grattch01,24,TOT,C,72,15,34,49,-23,136,3.3,11,4,0,1,26,8,0,202,7.4,1396,19:23
254,Adam Graves\gravead01,31,NYR,LW,77,23,17,40,-15,14,3.5,12,11,0,4,10,7,0,194,11.9,1445,18:46
255,Josh Green\greenjo01,22,NYI,LW,49,12,14,26,-7,41,2.6,10,2,0,3,9,5,0,109,11.0,666,13:36
256,Travis Green\greentr01,29,PHX,C,78,25,21,46,-4,45,4.8,19,6,0,2,17,4,0,157,15.9,1294,16:36
257,Mark Greig\greigma01,30,PHI,RW,11,3,2,5,0,6,0.7,3,0,0,1,1,1,0,14,21.4,125,11:19
258,Mike Grier\griermi01,25,EDM,RW,65,9,22,31,9,68,2.7,6,0,3,2,20,1,1,115,7.8,1024,15:45
259,Stu Grimson\grimsst01,34,MDA,LW,50,1,2,3,0,116,0.0,1,0,0,0,2,0,0,14,7.1,260,5:13
260,Michal Grosek\grosemi01,24,TOT,LW,75,13,27,40,11,47,4.0,10,3,0,2,26,1,0,114,11.4,1177,15:41
261,John Gruden\grudejo01,29,OTT,D,9,0,0,0,0,4,0.2,0,0,0,0,0,0,0,3,0.0,148,16:29
262,Bill Guerin\gueribi01,29,EDM,RW,70,24,22,46,4,123,5.3,13,11,0,2,16,6,0,188,12.8,1262,18:01
263,Steve Guolla\guollst01,26,TOT,C,66,10,19,29,-11,15,2.2,6,4,0,0,15,3,1,86,11.6,882,13:22
264,Miloslav Guren\gurenmi01,23,MTL,D,24,1,2,3,-5,12,0.7,0,1,0,0,1,1,0,20,5.0,366,15:14
265,Alexei Gusarov\gusaral01,35,COL,D,34,2,2,4,-8,10,0.7,2,0,0,0,2,0,0,16,12.5,662,19:27
266,Sergey Gusev\gusevse01,24,TBL,D,28,2,3,5,-9,6,0.5,1,1,0,0,3,0,0,23,8.7,492,17:34
267,Sean Haggerty\haggese01,23,NYI,LW,5,1,1,2,3,4,0.4,1,0,0,0,1,0,0,2,50.0,48,9:38
268,Steven Halko\halkost01,25,CAR,D,58,0,8,8,0,25,2.3,0,0,0,0,8,0,0,54,0.0,969,16:43
269,Kevin Haller\halleke01,29,MDA,D,67,3,5,8,-8,61,1.9,3,0,0,2,5,0,0,50,6.0,1217,18:10
270,Jeff Halpern\halpeje01,23,WSH,C,79,18,11,29,21,39,3.9,10,4,4,1,10,1,0,108,16.7,1046,13:14
271,Denis Hamel\hamelde01,22,BUF,LW,3,1,0,1,-1,0,0.1,1,0,0,0,0,0,0,3,33.3,29,9:45
272,Roman Hamrlik\hamrlro01,25,EDM,D,80,8,37,45,1,68,7.7,3,5,0,0,16,21,0,180,4.4,2023,25:18
273,Michal Handzus\handzmi01,22,STL,C,81,25,28,53,19,44,6.5,18,3,4,5,22,4,2,166,15.1,1436,17:43
274,Scott Hannan\hannasc01,21,SJS,D,30,1,2,3,7,10,1.5,1,0,0,0,2,0,0,28,3.6,514,17:09
275,Tavis Hansen\hanseta01,24,PHX,C,5,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,21,4:17
276,David Harlock\harloda01,28,ATL,D,44,0,6,6,-8,36,1.1,0,0,0,0,6,0,0,29,0.0,866,19:41
277,Todd Harvey\harveto01,24,TOT,RW,71,11,7,18,-11,140,1.1,9,2,0,0,7,0,0,90,12.2,900,12:40
278,Derian Hatcher\hatchde01,27,DAL,D,57,2,22,24,6,68,5.7,2,0,0,0,14,6,2,90,2.2,1570,27:33
279,Kevin Hatcher\hatchke01,33,NYR,D,74,4,19,23,-10,38,3.9,2,2,0,0,10,9,0,112,3.6,1568,21:11
280,Brett Hauer\hauerbr01,28,EDM,D,5,0,2,2,-2,2,0.1,0,0,0,0,2,0,0,8,0.0,74,14:48
281,Niclas Havelid\havelni01,26,MDA,D,50,2,7,9,0,20,2.2,2,0,0,2,6,1,0,70,2.9,958,19:10
282,Greg Hawgood\hawgogr01,31,VAN,D,79,5,17,22,5,26,4.2,3,2,0,0,12,5,0,70,7.1,1358,17:11
283,Dwayne Hay\haydw01,22,TOT,RW,19,1,1,2,-2,4,0.0,1,0,0,0,1,0,0,14,7.1,118,6:14
284,Jochen Hecht\hechtjo01,22,STL,RW,63,13,21,34,20,28,4.1,8,5,0,1,15,6,0,140,9.3,971,15:25
285,Bret Hedican\hedicbr01,29,FLA,D,76,6,19,25,4,68,4.9,4,2,0,1,17,2,0,58,10.3,1489,19:36
286,Shawn Heins\heinssh01,26,SJS,D,1,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,1,0.0,11,10:57
287,Steve Heinze\heinzst01,30,BOS,RW,75,12,13,25,-8,36,1.8,10,2,0,2,9,4,0,145,8.3,1121,14:57
288,Milan Hejduk\hejdumi01,23,COL,RW,82,36,36,72,14,16,9.0,23,13,0,9,21,14,1,228,15.8,1638,19:58
289,Sami Helenius\helensa01,26,COL,D,33,0,0,0,-5,46,-0.1,0,0,0,0,0,0,0,6,0.0,233,7:04
290,Bryan Helmer\helmebr01,27,STL,D,15,1,1,2,-3,10,0.4,0,1,0,1,1,0,0,19,5.3,244,16:15
291,Jay Henderson\hendeja01,21,BOS,LW,16,1,3,4,1,9,0.4,1,0,0,0,3,0,0,18,5.6,86,5:22
292,Darby Hendrickson\hendrda01,27,VAN,C,40,5,4,9,-3,14,0.5,4,0,1,1,4,0,0,39,12.8,461,11:32
293,Ian Herbers\herbeia01,32,TOT,D,43,0,3,3,-6,47,0.4,0,0,0,0,3,0,0,14,0.0,651,15:09
294,Chris Herperger\herpech01,25,CHI,C,9,0,0,0,-2,5,-0.2,0,0,0,0,0,0,0,2,0.0,69,7:39
295,Jamie Heward\hewarja01,28,NYI,D,54,6,11,17,-9,26,2.7,4,2,0,1,6,5,0,92,6.5,1078,19:58
296,Alex Hicks\hicksal01,30,FLA,LW,8,1,2,3,3,4,0.4,1,0,0,0,2,0,0,6,16.7,69,8:39
297,Matt Higgins\higgima01,22,MTL,C,25,0,2,2,-6,4,-0.3,0,0,0,0,2,0,0,9,0.0,199,7:57
298,Sean Hill\hillse01,29,CAR,D,62,13,31,44,3,59,8.4,5,8,0,2,11,18,2,150,8.7,1520,24:31
299,Dan Hinote\hinotda01,23,COL,RW,27,1,3,4,0,10,0.2,1,0,0,0,2,1,0,14,7.1,212,7:51
300,Jan Hlavac\hlavaja01,23,NYR,LW,67,19,23,42,3,16,4.7,13,6,0,2,19,4,0,134,14.2,1015,15:09
301,Jonas Hoglund\hoglujo01,27,TOR,LW,82,29,27,56,-2,10,6.2,19,9,1,3,18,9,0,215,13.5,1407,17:10
302,Benoit Hogue\hoguebe01,33,PHX,LW,27,3,10,13,-1,10,0.8,3,0,0,0,9,1,0,39,7.7,425,15:45
303,Josh Holden\holdejo01,22,VAN,C,6,1,5,6,2,2,0.7,1,0,0,0,5,0,0,5,20.0,63,10:25
304,Bobby Holik\holikbo01,29,NJD,C,79,23,23,46,7,106,5.0,16,7,0,4,17,6,0,257,8.9,1333,16:53
305,Jason Holland\hollaja01,23,BUF,D,9,0,1,1,0,0,0.2,0,0,0,0,0,1,0,8,0.0,140,15:31
306,Tomas Holmstrom\holmsto01,27,DET,LW,72,13,22,35,4,43,3.5,9,4,0,1,16,6,0,71,18.3,871,12:06
307,Brian Holzinger\holzibr01,27,TOT,C,73,10,20,30,-3,51,2.2,7,1,2,2,18,2,0,104,9.6,1090,14:56
308,Marian Hossa*\hossama01,21,OTT,LW,78,29,27,56,5,32,7.0,24,5,0,4,16,11,0,240,12.1,1341,17:12
309,Doug Houda\houdado01,33,BUF,D,1,0,0,0,0,12,0.0,0,0,0,0,0,0,0,0,,9,9:10
310,Bill Houlder\houldbi01,32,TOT,D,71,3,14,17,-9,26,3.3,1,2,0,1,12,1,1,89,3.4,1589,22:23
311,Phil Housley*\houslph01,35,CGY,D,78,11,44,55,-12,24,7.6,6,5,0,2,14,30,0,176,6.3,1832,23:29
312,Jan Hrdina\hrdinja01,23,PIT,C,70,13,33,46,13,43,4.0,10,3,0,1,26,6,1,84,15.5,1315,18:47
313,Tony Hrkac\hrkacto01,33,TOT,C,67,4,9,13,-3,8,0.6,3,1,0,0,8,1,0,39,10.3,624,9:19
314,Bill Huard\huardbi01,32,LAK,LW,1,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,,2,2:14
315,Joe Hulbig\hulbijo01,26,BOS,LW,24,2,2,4,-8,8,0.0,2,0,0,0,2,0,0,15,13.3,199,8:18
316,Brett Hull*\hullbr01,35,DAL,RW,79,24,35,59,-21,43,5.6,13,11,0,3,19,16,0,223,10.8,1470,18:37
317,Jody Hull\hulljo01,30,PHI,RW,67,10,3,13,8,4,1.6,8,0,2,2,3,0,0,63,15.9,802,11:58
318,Cale Hulse\hulseca01,26,CGY,D,47,1,6,7,-11,47,0.5,1,0,0,0,6,0,0,41,2.4,594,12:38
319,Mike Hurlbut\hurlbmi01,33,BUF,D,1,0,0,0,1,2,0.1,0,0,0,0,0,0,0,1,0.0,12,12:25
320,Jamie Huscroft\huscrja01,33,WSH,D,7,0,0,0,-5,11,-0.3,0,0,0,0,0,0,0,4,0.0,74,10:37
321,Jarome Iginla*\iginlja01,22,CGY,RW,77,29,34,63,0,26,7.0,17,12,0,4,23,11,0,256,11.3,1417,18:24
322,Brad Isbister\isbisbr01,22,NYI,LW,64,22,20,42,-18,100,4.2,13,9,0,1,12,8,0,135,16.3,1086,16:58
323,Ric Jackman\jackmri01,21,DAL,D,22,1,2,3,-1,6,0.6,0,1,0,0,2,0,0,16,6.3,178,8:06
324,Jaromir Jagr\jagrja01,27,PIT,RW,63,42,54,96,25,50,12.2,32,10,0,5,35,19,0,290,14.5,1462,23:12
325,John Jakopin\jakopjo01,24,FLA,D,17,0,0,0,-2,26,0.0,0,0,0,0,0,0,0,1,0.0,203,11:58
326,Mark Janssens\janssma01,31,CHI,C,36,0,6,6,-2,73,0.1,0,0,0,0,6,0,0,14,0.0,259,7:12
327,Andreas Johansson\johanan01,26,TOT,LW,40,5,10,15,-2,22,1.1,4,1,0,0,8,2,0,58,8.6,509,12:44
328,Calle Johansson\johanca01,32,WSH,D,82,7,25,32,13,24,7.0,6,1,0,3,16,7,2,138,5.1,1961,23:55
329,Craig Johnson\johnscr01,27,LAK,LW,76,9,14,23,-10,28,0.9,8,1,0,1,13,1,0,106,8.5,1059,13:56
330,Greg Johnson\johnsgr02,28,NSH,C,82,11,33,44,-15,40,2.8,9,2,0,1,30,3,0,133,8.3,1576,19:13
331,Matt Johnson\johnsma03,24,ATL,LW,64,2,5,7,-11,144,-0.3,2,0,0,0,5,0,0,54,3.7,539,8:25
